expression,meaning,example,domain
ind:abd,inducing in the context of abducting,ind:abd = inducing as specified or constrained by abducting,cognitive
ind:hyp,inducing in the context of hypothesizing,ind:hyp = inducing as specified or constrained by hypothesizing,cognitive
ind:crt,inducing in the context of certain,ind:crt = inducing as specified or constrained by certain,cognitive
abd:hyp,abducting in the context of hypothesizing,abd:hyp = abducting as specified or constrained by hypothesizing,cognitive
abd:crt,abducting in the context of certain,abd:crt = abducting as specified or constrained by certain,cognitive
abd:prb,abducting in the context of probable,abd:prb = abducting as specified or constrained by probable,cognitive
hyp:crt,hypothesizing in the context of certain,hyp:crt = hypothesizing as specified or constrained by certain,cognitive
hyp:prb,hypothesizing in the context of probable,hyp:prb = hypothesizing as specified or constrained by probable,cognitive
hyp:sus,hypothesizing in the context of suspect,hyp:sus = hypothesizing as specified or constrained by suspect,cognitive
crt:prb,certain in the context of probable,crt:prb = certain as specified or constrained by probable,cognitive
crt:sus,certain in the context of suspect,crt:sus = certain as specified or constrained by suspect,cognitive
crt:dou,certain in the context of doubting,crt:dou = certain as specified or constrained by doubting,cognitive
prb:sus,probable in the context of suspect,prb:sus = probable as specified or constrained by suspect,cognitive
prb:dou,probable in the context of doubting,prb:dou = probable as specified or constrained by doubting,cognitive
prb:dub,probable in the context of doubt,prb:dub = probable as specified or constrained by doubt,cognitive
sus:dou,suspect in the context of doubting,sus:dou = suspect as specified or constrained by doubting,cognitive
sus:dub,suspect in the context of doubt,sus:dub = suspect as specified or constrained by doubt,cognitive
sus:gue,suspect in the context of guess,sus:gue = suspect as specified or constrained by guess,cognitive
dou:dub,doubting in the context of doubt,dou:dub = doubting as specified or constrained by doubt,cognitive
dou:gue,doubting in the context of guess,dou:gue = doubting as specified or constrained by guess,cognitive
dou:asu,doubting in the context of assume,dou:asu = doubting as specified or constrained by assume,cognitive
dub:gue,doubt in the context of guess,dub:gue = doubt as specified or constrained by guess,cognitive
dub:asu,doubt in the context of assume,dub:asu = doubt as specified or constrained by assume,cognitive
dub:evi,doubt in the context of evidence,dub:evi = doubt as specified or constrained by evidence,cognitive
gue:asu,guess in the context of assume,gue:asu = guess as specified or constrained by assume,cognitive
gue:evi,guess in the context of evidence,gue:evi = guess as specified or constrained by evidence,cognitive
gue:bel,guess in the context of believing,gue:bel = guess as specified or constrained by believing,cognitive
asu:evi,assume in the context of evidence,asu:evi = assume as specified or constrained by evidence,cognitive
asu:bel,assume in the context of believing,asu:bel = assume as specified or constrained by believing,cognitive
asu:lik,assume in the context of likely,asu:lik = assume as specified or constrained by likely,cognitive
evi:bel,evidence in the context of believing,evi:bel = evidence as specified or constrained by believing,cognitive
evi:lik,evidence in the context of likely,evi:lik = evidence as specified or constrained by likely,cognitive
evi:foc,evidence in the context of focus,evi:foc = evidence as specified or constrained by focus,cognitive
bel:lik,believing in the context of likely,bel:lik = believing as specified or constrained by likely,cognitive
bel:foc,believing in the context of focus,bel:foc = believing as specified or constrained by focus,cognitive
bel:atn,believing in the context of attention,bel:atn = believing as specified or constrained by attention,cognitive
lik:foc,likely in the context of focus,lik:foc = likely as specified or constrained by focus,cognitive
lik:atn,likely in the context of attention,lik:atn = likely as specified or constrained by attention,cognitive
lik:con,likely in the context of concentrate,lik:con = likely as specified or constrained by concentrate,cognitive
foc:atn,focus in the context of attention,foc:atn = focus as specified or constrained by attention,cognitive
foc:con,focus in the context of concentrate,foc:con = focus as specified or constrained by concentrate,cognitive
foc:dis,focus in the context of distract,foc:dis = focus as specified or constrained by distract,cognitive
atn:con,attention in the context of concentrate,atn:con = attention as specified or constrained by concentrate,cognitive
atn:dis,attention in the context of distract,atn:dis = attention as specified or constrained by distract,cognitive
atn:obs,attention in the context of observe,atn:obs = attention as specified or constrained by observe,cognitive
con:dis,concentrate in the context of distract,con:dis = concentrate as specified or constrained by distract,cognitive
con:obs,concentrate in the context of observe,con:obs = concentrate as specified or constrained by observe,cognitive
con:per,concentrate in the context of perceive,con:per = concentrate as specified or constrained by perceive,cognitive
dis:obs,distract in the context of observe,dis:obs = distract as specified or constrained by observe,cognitive
dis:per,distract in the context of perceive,dis:per = distract as specified or constrained by perceive,cognitive
dis:abl,distract in the context of able,dis:abl = distract as specified or constrained by able,cognitive
obs:per,observe in the context of perceive,obs:per = observe as specified or constrained by perceive,cognitive
obs:abl,observe in the context of able,obs:abl = observe as specified or constrained by able,cognitive
obs:aud,observe in the context of hearing,obs:aud = observe as specified or constrained by hearing,cognitive
kno about thi,meta-cognitive awareness: knowing of thinking,kno about thi = reflective cognition,cognitive
und about rea,meta-cognitive awareness: understanding of reasoning,und about rea = reflective cognition,cognitive
thi about fee,meta-cognitive awareness: thinking of fee,thi about fee = reflective cognition,cognitive
rem about kno,meta-cognitive awareness: remembering of knowing,rem about kno = reflective cognition,cognitive
ima about und,meta-cognitive awareness: imagining of understanding,ima about und = reflective cognition,cognitive
dre about hop,meta-cognitive awareness: dreaming of hope,dre about hop = reflective cognition,cognitive
foc about una,meta-cognitive awareness: focus of una,foc about una = reflective cognition,cognitive
(kno*und)^0.3,lightly blended knowing and understanding,(kno*und)^0.3 = synthesis at 30.0% strength,cognitive
(kno*und)^0.7,strongly blended knowing and understanding,(kno*und)^0.7 = synthesis at 70.0% strength,cognitive
(kno*thi)^0.3,lightly blended knowing and thinking,(kno*thi)^0.3 = synthesis at 30.0% strength,cognitive
(kno*thi)^0.7,strongly blended knowing and thinking,(kno*thi)^0.7 = synthesis at 70.0% strength,cognitive
(und*thi)^0.3,lightly blended understanding and thinking,(und*thi)^0.3 = synthesis at 30.0% strength,cognitive
(und*thi)^0.7,strongly blended understanding and thinking,(und*thi)^0.7 = synthesis at 70.0% strength,cognitive
(und*rea)^0.3,lightly blended understanding and reasoning,(und*rea)^0.3 = synthesis at 30.0% strength,cognitive
(und*rea)^0.7,strongly blended understanding and reasoning,(und*rea)^0.7 = synthesis at 70.0% strength,cognitive
(thi*rea)^0.3,lightly blended thinking and reasoning,(thi*rea)^0.3 = synthesis at 30.0% strength,cognitive
(thi*rea)^0.7,strongly blended thinking and reasoning,(thi*rea)^0.7 = synthesis at 70.0% strength,cognitive
(thi*ana)^0.3,lightly blended thinking and analyzing,(thi*ana)^0.3 = synthesis at 30.0% strength,cognitive
(thi*ana)^0.7,strongly blended thinking and analyzing,(thi*ana)^0.7 = synthesis at 70.0% strength,cognitive
(rea*ana)^0.3,lightly blended reasoning and analyzing,(rea*ana)^0.3 = synthesis at 30.0% strength,cognitive
(rea*ana)^0.7,strongly blended reasoning and analyzing,(rea*ana)^0.7 = synthesis at 70.0% strength,cognitive
(rea*syn)^0.3,lightly blended reasoning and synthesizing,(rea*syn)^0.3 = synthesis at 30.0% strength,cognitive
(rea*syn)^0.7,strongly blended reasoning and synthesizing,(rea*syn)^0.7 = synthesis at 70.0% strength,cognitive
(ana*syn)^0.3,lightly blended analyzing and synthesizing,(ana*syn)^0.3 = synthesis at 30.0% strength,cognitive
(ana*syn)^0.7,strongly blended analyzing and synthesizing,(ana*syn)^0.7 = synthesis at 70.0% strength,cognitive
(ana*ded)^0.3,lightly blended analyzing and deducing,(ana*ded)^0.3 = synthesis at 30.0% strength,cognitive
(ana*ded)^0.7,strongly blended analyzing and deducing,(ana*ded)^0.7 = synthesis at 70.0% strength,cognitive
(syn*ded)^0.3,lightly blended synthesizing and deducing,(syn*ded)^0.3 = synthesis at 30.0% strength,cognitive
(syn*ded)^0.7,strongly blended synthesizing and deducing,(syn*ded)^0.7 = synthesis at 70.0% strength,cognitive
(syn*ind)^0.3,lightly blended synthesizing and inducing,(syn*ind)^0.3 = synthesis at 30.0% strength,cognitive
(syn*ind)^0.7,strongly blended synthesizing and inducing,(syn*ind)^0.7 = synthesis at 70.0% strength,cognitive
(ded*ind)^0.3,lightly blended deducing and inducing,(ded*ind)^0.3 = synthesis at 30.0% strength,cognitive
(ded*ind)^0.7,strongly blended deducing and inducing,(ded*ind)^0.7 = synthesis at 70.0% strength,cognitive
(ded*abd)^0.3,lightly blended deducing and abducting,(ded*abd)^0.3 = synthesis at 30.0% strength,cognitive
(ded*abd)^0.7,strongly blended deducing and abducting,(ded*abd)^0.7 = synthesis at 70.0% strength,cognitive
(ind*abd)^0.3,lightly blended inducing and abducting,(ind*abd)^0.3 = synthesis at 30.0% strength,cognitive
(ind*abd)^0.7,strongly blended inducing and abducting,(ind*abd)^0.7 = synthesis at 70.0% strength,cognitive
(ind*hyp)^0.3,lightly blended inducing and hypothesizing,(ind*hyp)^0.3 = synthesis at 30.0% strength,cognitive
(ind*hyp)^0.7,strongly blended inducing and hypothesizing,(ind*hyp)^0.7 = synthesis at 70.0% strength,cognitive
(abd*hyp)^0.3,lightly blended abducting and hypothesizing,(abd*hyp)^0.3 = synthesis at 30.0% strength,cognitive
