expression,meaning,example,domain
glo*aqu,glove meets water-related,glo*aqu,rare_domain
glo*ash,glove meets ash,glo*ash,rare_domain
glo*ato,glove meets atom,glo*ato,rare_domain
glo*big,glove meets large,glo*big,rare_domain
gri*sha,emotion blend: grill + shame,gri*sha,emotion_internal
gri*sho,emotion blend: grill + showing,gri*sho,emotion_internal
gua*abd,guanxi meets abduct,gua*abd,rare_domain
gua*abl,guanxi meets able,gua*abl,rare_domain
gua*abs,guanxi meets abstract,gua*abs,rare_domain
gua*ack,guanxi meets acknowledge,gua*ack,rare_domain
gua*act,guanxi meets action,gua*act,rare_domain
gua*ada,guanxi meets adapt,gua*ada,rare_domain
gua*aer,guanxi meets air-related,gua*aer,rare_domain
gua*age,guanxi meets agent,gua*age,rare_domain
gua*agg,guanxi meets aggregate,gua*agg,rare_domain
gua*agt,guanxi meets agent,gua*agt,rare_domain
gua*aim,guanxi meets aim,gua*aim,rare_domain
gua*all,guanxi meets all,gua*all,rare_domain
gua*alp,guanxi meets alpha,gua*alp,rare_domain
gua*alt,guanxi meets alternatively,gua*alt,rare_domain
gua*amb,guanxi meets many meanings,gua*amb,rare_domain
gua*ang,guanxi meets anger,gua*ang,rare_domain
gua*aqu,guanxi meets water-related,gua*aqu,rare_domain
gua*ash,guanxi meets ash,gua*ash,rare_domain
gua*ato,guanxi meets atom,gua*ato,rare_domain
gua*big,guanxi meets large,gua*big,rare_domain
ham*ahi,hammer ∧ ahimsa,ham*ahi,motion-ethics
ham*aret,hammer ∧ arete,ham*aret,motion-ethics
ham*avo,hammer ∧ avoid,ham*avo,motion-process
ham*bar,hammer ∧ baraka,ham*bar,motion-ethics
ham*ben,hammer ∧ bend,ham*ben,motion-process
ham*bld,hammer ∧ build,ham*bld,motion-process
ham*ble,hammer ∧ blessing,ham*ble,motion-ethics
ham*bng,hammer ∧ bring,ham*bng,motion-process
ham*bod,hammer ∧ awakening,ham*bod,motion-ethics
ham*brk,hammer ∧ break,ham*brk,motion-process
ham*clm,hammer ∧ climb,ham*clm,motion-process
ham*der,hammer ∧ virtue,ham*der,motion-ethics
hat*bet,social blend: hate + between,hat*bet,social_internal
hat*com,social blend: hate + computing,hat*com,social_internal
hat*div,social blend: hate + diverse,hat*div,social_internal
hat*fol,social blend: hate + follower,hat*fol,social_internal
hat*fri,social blend: hate + friend,hat*fri,social_internal
hat*lea,social blend: hate + leader,hat*lea,social_internal
hat*tru,social blend: hate + true,hat*tru,social_internal
hat*uni,social blend: hate + unique,hat*uni,social_internal
hea*aud,perception blend: healthy + hearing,hea*aud,perception_internal
hea*fee,perception blend: healthy + feeling,hea*fee,perception_internal
hea*not,perception blend: healthy + negation,hea*not,perception_internal
hea*obs,perception blend: healthy + observe,hea*obs,perception_internal
hea*pal,perception blend: healthy + palace,hea*pal,perception_internal
hea*sen,perception blend: healthy + sentence,hea*sen,perception_internal
hea*sme,perception blend: healthy + smelling,hea*sme,perception_internal
hea*tas,perception blend: healthy + tasting,hea*tas,perception_internal
hea*tou,perception blend: healthy + touching,hea*tou,perception_internal
hop*dre,emotion blend: hope + dreaming,hop*dre,emotion_internal
hop*gri,emotion blend: hope + grill,hop*gri,emotion_internal
hop*sha,emotion blend: hope + shame,hop*sha,emotion_internal
hop*sho,emotion blend: hope + showing,hop*sho,emotion_internal
hot*col,balanced tension: passion ↔ distant,hot*col,tension
hot*den,material blend: passion + dense,hot*den,material_internal
hot*dry,material blend: passion + dry,hot*dry,material_internal
hot*wet,material blend: passion + wet,hot*wet,material_internal
ima*dre,cognition blend: imagining + dreaming,ima*dre,cognition_internal
ima*foc,cognition blend: imagining + focus,ima*foc,cognition_internal
int*att,cognition blend: intuition + attention,int*att,cognition_internal
int*dre,cognition blend: intuition + dreaming,int*dre,cognition_internal
int*foc,cognition blend: intuition + focus,int*foc,cognition_internal
int*ima,cognition blend: intuition + imagining,int*ima,cognition_internal
int*mem,cognition blend: intuition + memory,int*mem,cognition_internal
ity*nil,quality embodied in nil,ity*nil,quality_instance
ity*obj,quality embodied in object,ity*obj,quality_instance
ity*org,quality embodied in organism,ity*org,quality_instance
ity*prec,quality embodied in pre-crystallization: multiple attractors,ity*prec,quality_instance
joy*ang,emotion blend: joy + anger,joy*ang,emotion_internal
joy*anx,emotion blend: joy + anxious,joy*anx,emotion_internal
joy*dre,emotion blend: joy + dreaming,joy*dre,emotion_internal
joy*gri,emotion blend: joy + grill,joy*gri,emotion_internal
joy*hop,emotion blend: joy + hope,joy*hop,emotion_internal
joy*sad,bittersweet - happiness and melancholy simultaneously,joy*sad,emotion_internal
joy*sha,emotion blend: joy + shame,joy*sha,emotion_internal
joy*sho,emotion blend: joy + showing,joy*sho,emotion_internal
jum*cra,movement blend: jump + craft,jum*cra,movement_internal
jum*dri,movement blend: jump + drink,jum*dri,movement_internal
jum*flo,movement blend: jump + flowing,jum*flo,movement_internal
jum*rol,movement blend: jump + roll,jum*rol,movement_internal
jum*sli,movement blend: jump + slide,jum*sli,movement_internal
kno*att,cognition blend: knowing + attention,kno*att,cognition_internal
kno*dre,cognition blend: knowing + dreaming,kno*dre,cognition_internal
kno*dub,uncertain knowledge - knowing while doubting,kno*dub,cognition_internal
kno*foc,cognition blend: knowing + focus,kno*foc,cognition_internal
kno*ima,cognition blend: knowing + imagining,kno*ima,cognition_internal
kno*int,cognition blend: knowing + intuition,kno*int,cognition_internal
kno*mem,cognition blend: knowing + memory,kno*mem,cognition_internal
kno*rea,cognition blend: knowing + real,kno*rea,cognition_internal
kno*und,cognition blend: knowing + understanding,kno*und,cognition_internal
kno*wis,cognition blend: knowing + wisdom,kno*wis,cognition_internal
lea*com,social blend: leader + computing,lea*com,social_internal
lea*div,social blend: leader + diverse,lea*div,social_internal
lea*fol,social blend: leader + follower,lea*fol,social_internal
lea*uni,social blend: leader + unique,lea*uni,social_internal
lft*bac,space blend: lift + backward,lft*bac,space_internal
lft*bot,space blend: lift + automated agent,lft*bot,space_internal
lft*cen,space blend: lift + center,lft*cen,space_internal
lft*edg,space blend: lift + edge,lft*edg,space_internal
lft*for,space blend: lift + forward,lft*for,space_internal
lft*top,space blend: lift + top,lft*top,space_internal
liq*aci,material blend: flexible + acid,liq*aci,material_internal
liq*bas,material blend: flexible + base,liq*bas,material_internal
liq*col,material blend: flexible + distant,liq*col,material_internal
liq*den,material blend: flexible + dense,liq*den,material_internal
liq*dry,material blend: flexible + dry,liq*dry,material_internal
liq*gas,vapor/spray - matter between liquid and gaseous,liq*gas,material_internal
liq*hot,material blend: flexible + passion,liq*hot,material_internal
liq*sof,material blend: flexible + soft,liq*sof,material_internal
liq*wet,material blend: flexible + wet,liq*wet,material_internal
lov*ang,emotion blend: love + anger,lov*ang,emotion_internal
lov*anx,emotion blend: love + anxious,lov*anx,emotion_internal
lov*bet,social blend: love + between,lov*bet,social_internal
lov*com,social blend: love + computing,lov*com,social_internal
lov*div,social blend: love + diverse,lov*div,social_internal
lov*dre,emotion blend: love + dreaming,lov*dre,emotion_internal
lov*fol,social blend: love + follower,lov*fol,social_internal
lov*fri,social blend: love + friend,lov*fri,social_internal
lov*gri,emotion blend: love + grill,lov*gri,emotion_internal
lov*hat,social blend: love + hate,lov*hat,social_internal
lov*hop,emotion blend: love + hope,lov*hop,emotion_internal
lov*joy,emotion blend: love + joy,lov*joy,emotion_internal
lov*lea,social blend: love + leader,lov*lea,social_internal
lov*sad,emotion blend: love + sadness,lov*sad,emotion_internal
lov*sha,emotion blend: love + shame,lov*sha,emotion_internal
lov*sho,emotion blend: love + showing,lov*sho,emotion_internal
lov*tru,social blend: love + true,lov*tru,social_internal
lov*uni,social blend: love + unique,lov*uni,social_internal
mem*att,cognition blend: memory + attention,mem*att,cognition_internal
mem*dre,cognition blend: memory + dreaming,mem*dre,cognition_internal
mem*foc,cognition blend: memory + focus,mem*foc,cognition_internal
mem*ima,cognition blend: memory + imagining,mem*ima,cognition_internal
mon*age,time blend: monsoon + agent,mon*age,time_internal
mor*age,time blend: more + agent,mor*age,time_internal
mor*mon,time blend: more + monsoon,mor*mon,time_internal
mor*nit,time blend: more + nitrogen,mor*nit,time_internal
mov*cra,movement blend: motion + craft,mov*cra,movement_internal
mov*dri,movement blend: motion + drink,mov*dri,movement_internal
mov*fli,movement blend: motion + flip,mov*fli,movement_internal
mov*flo,movement blend: motion + flowing,mov*flo,movement_internal
mov*jum,movement blend: motion + jump,mov*jum,movement_internal
mov*rol,movement blend: motion + roll,mov*rol,movement_internal
mov*run,movement blend: motion + run,mov*run,movement_internal
mov*sli,movement blend: motion + slide,mov*sli,movement_internal
mov*wal,movement blend: motion + wall,mov*wal,movement_internal
mut*abd,mutual meets abduct,mut*abd,rare_domain
mut*abl,mutual meets able,mut*abl,rare_domain
mut*abs,mutual meets abstract,mut*abs,rare_domain
mut*ack,mutual meets acknowledge,mut*ack,rare_domain
mut*act,mutual meets action,mut*act,rare_domain
mut*ada,mutual meets adapt,mut*ada,rare_domain
mut*aer,mutual meets air-related,mut*aer,rare_domain
mut*age,mutual meets agent,mut*age,rare_domain
mut*agg,mutual meets aggregate,mut*agg,rare_domain
mut*agt,mutual meets agent,mut*agt,rare_domain
mut*aim,mutual meets aim,mut*aim,rare_domain
mut*all,mutual meets all,mut*all,rare_domain
mut*alp,mutual meets alpha,mut*alp,rare_domain
mut*alt,mutual meets alternatively,mut*alt,rare_domain
mut*amb,mutual meets many meanings,mut*amb,rare_domain
mut*ang,mutual meets anger,mut*ang,rare_domain
mut*aqu,mutual meets water-related,mut*aqu,rare_domain
mut*ash,mutual meets ash,mut*ash,rare_domain
mut*ato,mutual meets atom,mut*ato,rare_domain
mut*big,mutual meets large,mut*big,rare_domain
nea*bac,space blend: near + backward,nea*bac,space_internal
nea*bot,space blend: near + automated agent,nea*bot,space_internal
nea*cen,space blend: near + center,nea*cen,space_internal
nea*edg,space blend: near + edge,nea*edg,space_internal
nea*far,space blend: near + far,nea*far,space_internal
nea*for,space blend: near + forward,nea*for,space_internal
nea*lft,space blend: near + lift,nea*lft,space_internal
nea*top,space blend: near + top,nea*top,space_internal
new*old,balanced tension: new ↔ old,new*old,tension
nit*age,time blend: nitrogen + agent,nit*age,time_internal
nit*mon,time blend: nitrogen + monsoon,nit*mon,time_internal
now*aft,time blend: present moment + after,now*aft,time_internal
now*age,time blend: present moment + agent,now*age,time_internal
now*bef,time blend: present moment + before,now*bef,time_internal
now*dur,time blend: present moment + duration,now*dur,time_internal
now*eve,time blend: present moment + every,now*eve,time_internal
now*mon,time blend: present moment + monsoon,now*mon,time_internal
now*mor,time blend: present moment + more,now*mor,time_internal
now*nit,time blend: present moment + nitrogen,now*nit,time_internal
obs*not,perception blend: observe + negation,obs*not,perception_internal
ope*clo,balanced tension: open ↔ cloud,ope*clo,tension
pal*not,perception blend: palace + negation,pal*not,perception_internal
pal*obs,perception blend: palace + observe,pal*obs,perception_internal
poo*nil,poor embodied in nil,poo*nil,quality_instance
poo*obj,poor embodied in object,poo*obj,quality_instance
poo*org,poor embodied in organism,poo*org,quality_instance
poo*prec,poor embodied in pre-crystallization: multiple attractors,poo*prec,quality_instance
rea*att,cognition blend: real + attention,rea*att,cognition_internal
rea*dre,cognition blend: real + dreaming,rea*dre,cognition_internal
rea*foc,cognition blend: real + focus,rea*foc,cognition_internal
rea*ima,cognition blend: real + imagining,rea*ima,cognition_internal
rea*int,cognition blend: real + intuition,rea*int,cognition_internal
rea*mem,cognition blend: real + memory,rea*mem,cognition_internal
ris*fal,balanced tension: rising ↔ failure,ris*fal,tension
rol*dri,movement blend: roll + drink,rol*dri,movement_internal
rol*flo,movement blend: roll + flowing,rol*flo,movement_internal
rol*sli,movement blend: roll + slide,rol*sli,movement_internal
run*cra,movement blend: run + craft,run*cra,movement_internal
run*dri,movement blend: run + drink,run*dri,movement_internal
run*fli,movement blend: run + flip,run*fli,movement_internal
run*flo,movement blend: run + flowing,run*flo,movement_internal
run*jum,movement blend: run + jump,run*jum,movement_internal
run*rol,movement blend: run + roll,run*rol,movement_internal
run*sli,movement blend: run + slide,run*sli,movement_internal
run*wal,movement blend: run + wall,run*wal,movement_internal
sad*ang,emotion blend: sadness + anger,sad*ang,emotion_internal
sad*anx,emotion blend: sadness + anxious,sad*anx,emotion_internal
sad*dre,emotion blend: sadness + dreaming,sad*dre,emotion_internal
sad*gri,emotion blend: sadness + grill,sad*gri,emotion_internal
sad*hop,emotion blend: sadness + hope,sad*hop,emotion_internal
sad*sha,emotion blend: sadness + shame,sad*sha,emotion_internal
sad*sho,emotion blend: sadness + showing,sad*sho,emotion_internal
see*aud,perception blend: seeing + hearing,see*aud,perception_internal
see*fee,perception blend: seeing + feeling,see*fee,perception_internal
see*hea,perception blend: seeing + healthy,see*hea,perception_internal
see*not,perception blend: seeing + negation,see*not,perception_internal
see*obs,perception blend: seeing + observe,see*obs,perception_internal
see*pal,perception blend: seeing + palace,see*pal,perception_internal
see*sen,perception blend: seeing + sentence,see*sen,perception_internal
see*sme,perception blend: seeing + smelling,see*sme,perception_internal
see*tas,perception blend: seeing + tasting,see*tas,perception_internal
see*tou,perception blend: seeing + touching,see*tou,perception_internal
sen*aud,perception blend: sentence + hearing,sen*aud,perception_internal
sen*not,perception blend: sentence + negation,sen*not,perception_internal
sen*obs,perception blend: sentence + observe,sen*obs,perception_internal
sen*pal,perception blend: sentence + palace,sen*pal,perception_internal
sho*sha,emotion blend: showing + shame,sho*sha,emotion_internal
sli*dri,movement blend: slide + drink,sli*dri,movement_internal
sli*flo,movement blend: slide + flowing,sli*flo,movement_internal
sme*aud,perception blend: smelling + hearing,sme*aud,perception_internal
sme*fee,perception blend: smelling + feeling,sme*fee,perception_internal
sme*not,perception blend: smelling + negation,sme*not,perception_internal
sme*obs,perception blend: smelling + observe,sme*obs,perception_internal
sme*pal,perception blend: smelling + palace,sme*pal,perception_internal
sme*sen,perception blend: smelling + sentence,sme*sen,perception_internal
sof*col,material blend: soft + distant,sof*col,material_internal
sof*den,material blend: soft + dense,sof*den,material_internal
sof*dry,material blend: soft + dry,sof*dry,material_internal
sof*hot,material blend: soft + passion,sof*hot,material_internal
sof*wet,material blend: soft + wet,sof*wet,material_internal
sol*aci,material blend: stubborn + acid,sol*aci,material_internal
sol*bas,material blend: stubborn + base,sol*bas,material_internal
sol*col,material blend: stubborn + distant,sol*col,material_internal
sol*den,material blend: stubborn + dense,sol*den,material_internal
sol*dry,material blend: stubborn + dry,sol*dry,material_internal
sol*gas,sublimation/fog - direct phase transition state,sol*gas,material_internal
sol*hot,material blend: stubborn + passion,sol*hot,material_internal
sol*liq,gel/colloid state - matter between solid and liquid,sol*liq,material_internal
sol*sof,material blend: stubborn + soft,sol*sof,material_internal
sol*wet,material blend: stubborn + wet,sol*wet,material_internal
sta*end,balanced tension: stability ↔ ending,sta*end,tension
tas*aud,perception blend: tasting + hearing,tas*aud,perception_internal
tas*fee,perception blend: tasting + feeling,tas*fee,perception_internal
tas*not,perception blend: tasting + negation,tas*not,perception_internal
tas*obs,perception blend: tasting + observe,tas*obs,perception_internal
tas*pal,perception blend: tasting + palace,tas*pal,perception_internal
tas*sen,perception blend: tasting + sentence,tas*sen,perception_internal
tas*sme,perception blend: tasting + smelling,tas*sme,perception_internal
thi*att,cognition blend: thinking + attention,thi*att,cognition_internal
thi*dre,cognition blend: thinking + dreaming,thi*dre,cognition_internal
thi*dub,cognition blend: thinking + doubt,thi*dub,cognition_internal
thi*foc,cognition blend: thinking + focus,thi*foc,cognition_internal
thi*ima,cognition blend: thinking + imagining,thi*ima,cognition_internal
thi*int,cognition blend: thinking + intuition,thi*int,cognition_internal
thi*kno,cognition blend: thinking + knowing,thi*kno,cognition_internal
